KEGG_ko,Core_count,Variable_count,Core_norm,Variable_norm,KO_Difference,Z_score,p_value,BH_corrected_p_value,Bonferroni_corrected_p_value,Significant_BH,Significant_Bonferroni,Description,Preferred_name,PFAMs,Group,
ko:K00656,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,Pyruvate formate lyase,-,"Gly_radical,PFL-like",Planctomycetes,
ko:K00658,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,2-oxoacid dehydrogenases acyltransferase (catalytic domain),-,"2-oxoacid_dh,Biotin_lipoyl,E3_binding",Planctomycetes,
ko:K00662,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,aminoglycoside 3-N-acetyltransferase,-,Antibiotic_NAT,Planctomycetes,
ko:K00677,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,"Involved in the biosynthesis of lipid A, a phosphorylated glycolipid that anchors the lipopolysaccharide to the outer membrane of the cell",lpxA,"Acetyltransf_11,Hexapep",Planctomycetes,
ko:K00681,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,gamma-glutamyltransferase,-,G_glu_transpept,Planctomycetes,
ko:K00702,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,Glycosyltransferase family 36,-,"Glyco_hydro_36,Glyco_transf_36",Planctomycetes,
ko:K00703,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,"Synthesizes alpha-1,4-glucan chains using ADP-glucose",glgA,"Glyco_transf_5,Glycos_transf_1",Planctomycetes,
ko:K00748,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,"Condensation of UDP-2,3-diacylglucosamine and 2,3- diacylglucosamine-1-phosphate to form lipid A disaccharide, a precursor of lipid A, a phosphorylated glycolipid that anchors the lipopolysaccharide to the outer membrane of the cell",lpxB,LpxB,Planctomycetes,
ko:K00759,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,"Catalyzes a salvage reaction resulting in the formation of AMP, that is energically less costly than de novo synthesis",apt,Pribosyltran,Planctomycetes,
ko:K00760,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,Belongs to the purine pyrimidine phosphoribosyltransferase family,hpt,Pribosyltran,Planctomycetes,
ko:K00972,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,UTP--glucose-1-phosphate uridylyltransferase,-,UDPGP,Planctomycetes,
ko:K00762,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,"Catalyzes the transfer of a ribosyl phosphate group from 5-phosphoribose 1-diphosphate to orotate, leading to the formation of orotidine monophosphate (OMP)",pyrE,Pribosyltran,Planctomycetes,
ko:K00765,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,ATP phosphoribosyltransferase,hisG,"HisG,HisG_C",Planctomycetes,
ko:K00766,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,Catalyzes the transfer of the phosphoribosyl group of 5- phosphorylribose-1-pyrophosphate (PRPP) to anthranilate to yield N-(5'-phosphoribosyl)-anthranilate (PRA),trpD,"Glycos_trans_3N,Glycos_transf_3",Planctomycetes,
ko:K00767,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,Belongs to the NadC ModD family,nadC,"QRPTase_C,QRPTase_N",Planctomycetes,
ko:K00772,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,"Catalyzes the reversible phosphorylation of S-methyl-5'- thioadenosine (MTA) to adenine and 5-methylthioribose-1-phosphate. Involved in the breakdown of MTA, a major by-product of polyamine biosynthesis. Responsible for the first step in the methionine salvage pathway after MTA has been generated from S- adenosylmethionine. Has broad substrate specificity with 6- aminopurine nucleosides as preferred substrates",mtnP,PNP_UDP_1,Planctomycetes,
ko:K00784,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,"Zinc phosphodiesterase, which displays some tRNA 3'- processing endonuclease activity. Probably involved in tRNA maturation, by removing a 3'-trailer from precursor tRNA",rnz,Lactamase_B_2,Planctomycetes,
ko:K00790,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,Cell wall formation. Adds enolpyruvyl to UDP-N- acetylglucosamine,murA,EPSP_synthase,Planctomycetes,
ko:K00793,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,Riboflavin synthase,ribE,Lum_binding,Planctomycetes,
ko:K00794,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,"Catalyzes the formation of 6,7-dimethyl-8- ribityllumazine by condensation of 5-amino-6-(D- ribitylamino)uracil with 3,4-dihydroxy-2-butanone 4-phosphate. This is the penultimate step in the biosynthesis of riboflavin",ribH,DMRL_synthase,Planctomycetes,
ko:K00796,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,"Catalyzes the condensation of para-aminobenzoate (pABA) with 6-hydroxymethyl-7,8-dihydropterin diphosphate (DHPt-PP) to form 7,8-dihydropteroate (H2Pte), the immediate precursor of folate derivatives",folP,Pterin_bind,Planctomycetes,
ko:K00800,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,Catalyzes the transfer of the enolpyruvyl moiety of phosphoenolpyruvate (PEP) to the 5-hydroxyl of shikimate-3- phosphate (S3P) to produce enolpyruvyl shikimate-3-phosphate and inorganic phosphate,aroA,EPSP_synthase,Planctomycetes,
ko:K00806,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,Catalyzes the condensation of isopentenyl diphosphate (IPP) with allylic pyrophosphates generating different type of terpenoids,uppS,Prenyltransf,Planctomycetes,
ko:K00821,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,COG4992 Ornithine acetylornithine aminotransferase,argD,Aminotran_3,Planctomycetes,
ko:K00826,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,Belongs to the class-IV pyridoxal-phosphate-dependent aminotransferase family,ilvE,Aminotran_4,Planctomycetes,
ko:K00763,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,Catalyzes the synthesis of beta-nicotinate D- ribonucleotide from nicotinate and 5-phospho-D-ribose 1-phosphate at the expense of ATP,-,NAPRTase,Planctomycetes,
ko:K01924,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,Belongs to the MurCDEF family,murC,"Mur_ligase,Mur_ligase_C,Mur_ligase_M",Planctomycetes,
ko:K01925,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,Cell wall formation. Catalyzes the addition of glutamate to the nucleotide precursor UDP-N-acetylmuramoyl-L-alanine (UMA),murD,"Mur_ligase_C,Mur_ligase_M",Planctomycetes,
ko:K01928,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,Catalyzes the addition of meso-diaminopimelic acid to the nucleotide precursor UDP-N-acetylmuramoyl-L-alanyl-D-glutamate (UMAG) in the biosynthesis of bacterial cell-wall peptidoglycan,murE,"Mur_ligase,Mur_ligase_C,Mur_ligase_M",Planctomycetes,
ko:K02982,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,"Binds the lower part of the 30S subunit head. Binds mRNA in the 70S ribosome, positioning it for translation",rpsC,"KH_2,Ribosomal_S3_C",Planctomycetes,
ko:K02986,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,"One of the primary rRNA binding proteins, it binds directly to 16S rRNA where it nucleates assembly of the body of the 30S subunit",rpsD,"Ribosomal_S4,S4",Planctomycetes,
ko:K02988,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,Belongs to the universal ribosomal protein uS5 family,rpsE,"Ribosomal_S5,Ribosomal_S5_C",Planctomycetes,
ko:K02990,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,Binds together with S18 to 16S ribosomal RNA,rpsF,Ribosomal_S6,Planctomycetes,
ko:K02992,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,"One of the primary rRNA binding proteins, it binds directly to 16S rRNA where it nucleates assembly of the head domain of the 30S subunit. Is located at the subunit interface close to the decoding center, probably blocks exit of the E-site tRNA",rpsG,Ribosomal_S7,Planctomycetes,
ko:K02994,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,"One of the primary rRNA binding proteins, it binds directly to 16S rRNA central domain where it helps coordinate assembly of the platform of the 30S subunit",rpsH,Ribosomal_S8,Planctomycetes,
ko:K02996,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,Belongs to the universal ribosomal protein uS9 family,rpsI,Ribosomal_S9,Planctomycetes,
ko:K03043,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates,rpoB,"RNA_pol_Rpb2_1,RNA_pol_Rpb2_2,RNA_pol_Rpb2_3,RNA_pol_Rpb2_45,RNA_pol_Rpb2_6,RNA_pol_Rpb2_7",Planctomycetes,
ko:K03046,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates,rpoC,"RNA_pol_Rpb1_1,RNA_pol_Rpb1_2,RNA_pol_Rpb1_3,RNA_pol_Rpb1_4,RNA_pol_Rpb1_5",Planctomycetes,
ko:K03060,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,Promotes RNA polymerase assembly. Latches the N- and C- terminal regions of the beta' subunit thereby facilitating its interaction with the beta and alpha subunits,rpoZ,RNA_pol_Rpb6,Planctomycetes,
ko:K03070,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,"Part of the Sec protein translocase complex. Interacts with the SecYEG preprotein conducting channel. Has a central role in coupling the hydrolysis of ATP to the transfer of proteins into and across the cell membrane, serving as an ATP-driven molecular motor driving the stepwise translocation of polypeptide chains across the membrane",secA,"Helicase_C,SEC-C,SecA_DEAD,SecA_PP_bind,SecA_SW",Planctomycetes,
ko:K03072,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,Part of the Sec protein translocase complex. Interacts with the SecYEG preprotein conducting channel. SecDF uses the proton motive force (PMF) to complete protein translocation after the ATP-dependent function of SecA,secD,"SecD_SecF,Sec_GG",Planctomycetes,
ko:K03073,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,Essential subunit of the Sec protein translocation channel SecYEG. Clamps together the 2 halves of SecY. May contact the channel plug during translocation,secE,SecE,Planctomycetes,
ko:K03076,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,"The central subunit of the protein translocation channel SecYEG. Consists of two halves formed by TMs 1-5 and 6-10. These two domains form a lateral gate at the front which open onto the bilayer between TMs 2 and 7, and are clamped together by SecE at the back. The channel is closed by both a pore ring composed of hydrophobic SecY resides and a short helix (helix 2A) on the extracellular side of the membrane which forms a plug. The plug probably moves laterally to allow the channel to open. The ring and the pore may move independently",secY,SecY,Planctomycetes,
ko:K03077,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,Pfam Class II Aldolase and Adducin N-terminal domain,araD,Aldolase_II,Planctomycetes,
ko:K03092,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,rna polymerase sigma-54 factor,-,"Sigma54_AID,Sigma54_CBD,Sigma54_DBD",Planctomycetes,
ko:K03093,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,"TIGRFAM RNA polymerase sigma factor, sigma-70 family",-,"Sigma70_r2,Sigma70_r4",Planctomycetes,
ko:K03101,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,This protein specifically catalyzes the removal of signal peptides from prolipoproteins,lspA,Peptidase_A8,Planctomycetes,
ko:K03106,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,Involved in targeting and insertion of nascent membrane proteins into the cytoplasmic membrane. Binds to the hydrophobic signal sequence of the ribosome-nascent chain (RNC) as it emerges from the ribosomes. The SRP-RNC complex is then targeted to the cytoplasmic membrane where it interacts with the SRP receptor FtsY,ffh,"SRP54,SRP54_N,SRP_SPB",Planctomycetes,
ko:K03110,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,Involved in targeting and insertion of nascent membrane proteins into the cytoplasmic membrane. Acts as a receptor for the complex formed by the signal recognition particle (SRP) and the ribosome-nascent chain (RNC),ftsY,"SRP54,SRP54_N",Planctomycetes,
ko:K22432,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,Electron transfer flavoprotein,fixB,"ETF,ETF_alpha,Fer4",Planctomycetes,
ko:K03118,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,Part of the twin-arginine translocation (Tat) system that transports large folded proteins containing a characteristic twin-arginine motif in their signal peptide across membranes,tatC,TatC,Planctomycetes,
ko:K03147,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,Catalyzes the synthesis of the hydroxymethylpyrimidine phosphate (HMP-P) moiety of thiamine from aminoimidazole ribotide (AIR) in a radical S-adenosyl-L-methionine (SAM)-dependent reaction,thiC,ThiC_Rad_SAM,Planctomycetes,
ko:K03166,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,Relaxes both positive and negative superturns and exhibits a strong decatenase activity,top6A,TP6A_N,Planctomycetes,
ko:K03167,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,Relaxes both positive and negative superturns and exhibits a strong decatenase activity,top6B,"HATPase_c,Topo-VIb_trans",Planctomycetes,
ko:K03183,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,Methyltransferase type 11,aknG,"Methyltransf_11,Methyltransf_25,Methyltransf_31",Planctomycetes,
ko:K03186,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,thiolester hydrolase activity,-,4HBT,Planctomycetes,
ko:K02968,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,Binds directly to 16S ribosomal RNA,rpsT,Ribosomal_S20p,Planctomycetes,
ko:K03217,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,"Required for the insertion and or proper folding and or complex formation of integral membrane proteins into the membrane. Involved in integration of membrane proteins that insert both dependently and independently of the Sec translocase complex, as well as at least some lipoproteins. Aids folding of multispanning membrane proteins",yidC,"60KD_IMP,PDZ_2,YidC_periplas",Planctomycetes,
ko:K02967,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,Belongs to the universal ribosomal protein uS2 family,rpsB,Ribosomal_S2,Planctomycetes,
ko:K02963,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,Ribosomal protein S18,rpsR,Ribosomal_S18,Planctomycetes,
ko:K02884,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,This protein is located at the 30S-50S ribosomal subunit interface and may play a role in the structure and function of the aminoacyl-tRNA binding site,rplS,Ribosomal_L19,Planctomycetes,
ko:K02886,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,"One of the primary rRNA binding proteins. Required for association of the 30S and 50S subunits to form the 70S ribosome, for tRNA binding and peptide bond formation. It has been suggested to have peptidyltransferase activity",rplB,"Ribosomal_L2,Ribosomal_L2_C",Planctomycetes,
ko:K02888,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,This protein binds to 23S rRNA in the presence of protein L20,rplU,Ribosomal_L21p,Planctomycetes,
ko:K02890,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,"The globular domain of the protein is located near the polypeptide exit tunnel on the outside of the subunit, while an extended beta-hairpin is found that lines the wall of the exit tunnel in the center of the 70S ribosome",rplV,Ribosomal_L22,Planctomycetes,
ko:K02892,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,One of the early assembly proteins it binds 23S rRNA. One of the proteins that surrounds the polypeptide exit tunnel on the outside of the ribosome. Forms the main docking site for trigger factor binding to the ribosome,rplW,Ribosomal_L23,Planctomycetes,
ko:K02895,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,One of the proteins that surrounds the polypeptide exit tunnel on the outside of the subunit,rplX,"KOW,ribosomal_L24",Planctomycetes,
ko:K02897,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,This is one of the proteins that binds to the 5S RNA in the ribosome where it forms part of the central protuberance,ctc,"Ribosomal_L25p,Ribosomal_TL5_C",Planctomycetes,
ko:K02899,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,Belongs to the bacterial ribosomal protein bL27 family,rpmA,Ribosomal_L27,Planctomycetes,
ko:K02902,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,Belongs to the bacterial ribosomal protein bL28 family,rpmB,Ribosomal_L28,Planctomycetes,
ko:K02904,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,Belongs to the universal ribosomal protein uL29 family,rpmC,Ribosomal_L29,Planctomycetes,
ko:K02906,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,"One of the primary rRNA binding proteins, it binds directly near the 3'-end of the 23S rRNA, where it nucleates assembly of the 50S subunit",rplC,Ribosomal_L3,Planctomycetes,
ko:K02911,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,Ribosomal L32p protein family,rpmF,Ribosomal_L32p,Planctomycetes,
ko:K02913,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,Belongs to the bacterial ribosomal protein bL33 family,rpmG,Ribosomal_L33,Planctomycetes,
ko:K02919,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,Belongs to the bacterial ribosomal protein bL36 family,rpmJ,Ribosomal_L36,Planctomycetes,
ko:K02926,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,Forms part of the polypeptide exit tunnel,rplD,Ribosomal_L4,Planctomycetes,
ko:K02931,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,"This is 1 of the proteins that binds and probably mediates the attachment of the 5S RNA into the large ribosomal subunit, where it forms part of the central protuberance. In the 70S ribosome it contacts protein S13 of the 30S subunit (bridge B1b), connecting the 2 subunits",rplE,"Ribosomal_L5,Ribosomal_L5_C",Planctomycetes,
ko:K02933,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,"This protein binds to the 23S rRNA, and is important in its secondary structure. It is located near the subunit interface in the base of the L7 L12 stalk, and near the tRNA binding site of the peptidyltransferase center",rpl6,Ribosomal_L6,Planctomycetes,
ko:K02935,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,Forms part of the ribosomal stalk which helps the ribosome interact with GTP-bound translation factors. Is thus essential for accurate translation,rplL,"Ribosomal_L12,Ribosomal_L12_N",Planctomycetes,
ko:K02939,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,Binds to the 23S rRNA,rplI,"Ribosomal_L9_C,Ribosomal_L9_N",Planctomycetes,
ko:K02945,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,Ribosomal protein S1,-,S1,Planctomycetes,
ko:K02946,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,Involved in the binding of tRNA to the ribosomes,rpsJ,Ribosomal_S10,Planctomycetes,
ko:K02948,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,"Located on the platform of the 30S subunit, it bridges several disparate RNA helices of the 16S rRNA. Forms part of the Shine-Dalgarno cleft in the 70S ribosome",rpsK,Ribosomal_S11,Planctomycetes,
ko:K02950,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,"Interacts with and stabilizes bases of the 16S rRNA that are involved in tRNA selection in the A site and with the mRNA backbone. Located at the interface of the 30S and 50S subunits, it traverses the body of the 30S subunit contacting proteins on the other side and probably holding the rRNA structure together. The combined cluster of proteins S8, S12 and S17 appears to hold together the shoulder and platform of the 30S subunit",rpsL,Ribosom_S12_S23,Planctomycetes,
ko:K02952,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,"Located at the top of the head of the 30S subunit, it contacts several helices of the 16S rRNA. In the 70S ribosome it contacts the 23S rRNA (bridge B1a) and protein L5 of the 50S subunit (bridge B1b), connecting the 2 subunits",rpsM,Ribosomal_S13,Planctomycetes,
ko:K02956,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,Forms an intersubunit bridge (bridge B4) with the 23S rRNA of the 50S subunit in the ribosome,rpsO,Ribosomal_S15,Planctomycetes,
ko:K02959,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,Belongs to the bacterial ribosomal protein bS16 family,rpsP,Ribosomal_S16,Planctomycetes,
ko:K02961,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,"One of the primary rRNA binding proteins, it binds specifically to the 5'-end of 16S ribosomal RNA",rpsQ,Ribosomal_S17,Planctomycetes,
ko:K02965,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,Protein S19 forms a complex with S13 that binds strongly to the 16S ribosomal RNA,rpsS,Ribosomal_S19,Planctomycetes,
ko:K03270,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,haloacid dehalogenase-like hydrolase,kdsC,Hydrolase_3,Planctomycetes,
ko:K03271,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,Catalyzes the isomerization of sedoheptulose 7-phosphate in D-glycero-D-manno-heptose 7-phosphate,gmhA,SIS_2,Planctomycetes,
ko:K03272,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,"Catalyzes the ADP transfer from ATP to D-glycero-beta-D- manno-heptose 1-phosphate, yielding ADP-D-glycero-beta-D-manno- heptose",hldE,"CTP_transf_like,PfkB",Planctomycetes,
ko:K03567,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,phosphoserine phosphatase activity,-,ACT_6,Planctomycetes,
ko:K03569,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,COG1077 Actin-like ATPase involved in cell morphogenesis,-,MreB_Mbl,Planctomycetes,
ko:K03570,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,shape-determining protein MreC,-,MreC,Planctomycetes,
ko:K03572,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,"This protein is involved in the repair of mismatches in DNA. It is required for dam-dependent methyl-directed DNA mismatch repair. May act as a molecular matchmaker , a protein that promotes the formation of a stable complex between two or more DNA-binding proteins in an ATP-dependent manner without itself being part of a final effector complex",mutL,"DNA_mis_repair,HATPase_c_3,MutL_C",Planctomycetes,
ko:K03575,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,NUDIX domain,mutY,"EndIII_4Fe-2S,HhH-GPD,NUDIX_4",Planctomycetes,
ko:K03581,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,"DNA-dependent ATPase and ATP-dependent 5'-3' DNA helicase. Has no activity on blunt DNA or DNA with 3'-overhangs, requires at least 10 bases of 5'-ssDNA for helicase activity",recD2,"AAA_30,HHH_4,HHH_5,UvrD_C_2",Planctomycetes,
ko:K03584,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,Involved in DNA repair and RecF pathway recombination,recO,"RecO_C,RecO_N",Planctomycetes,
ko:K03587,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,0.999337979,1,FALSE,FALSE,Penicillin-binding Protein dimerisation domain,-,"PBP_dimer,Transpeptidase",Planctomycetes,
ko:K03588,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,0.998355346,1,FALSE,FALSE,Belongs to the SEDS family,-,FTSW_RODA_SPOVE,Planctomycetes,
ko:K03593,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,0.997374643,1,FALSE,FALSE,Binds and transfers iron-sulfur (Fe-S) clusters to target apoproteins. Can hydrolyze ATP,-,"Nitro_FeMo-Co,ParA",Planctomycetes,
ko:K03596,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,0.996395865,1,FALSE,FALSE,"Required for accurate and efficient protein synthesis under certain stress conditions. May act as a fidelity factor of the translation reaction, by catalyzing a one-codon backward translocation of tRNAs on improperly translocated ribosomes. Back- translocation proceeds from a post-translocation (POST) complex to a pre-translocation (PRE) complex, thus giving elongation factor G a second chance to translocate the tRNAs correctly. Binds to ribosomes in a GTP-dependent manner",lepA,"EFG_C,GTP_EFTU,GTP_EFTU_D2,LepA_C",Planctomycetes,
ko:K03602,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,0.995419006,1,FALSE,FALSE,"Bidirectionally degrades single-stranded DNA into large acid-insoluble oligonucleotides, which are then degraded further into small acid-soluble oligonucleotides",xseB,Exonuc_VII_S,Planctomycetes,
